clinker,flyash,slag,limestone,temp,fuel,cost,emissions,risk,strength
85.39031131936017,17.358801000750386,24.879213986695675,10.390599791208423,1436.1908051162557,109.57179390346363,137.0498035654661,0.755100157356339,0.19576001938105986,83.22945182046435
78.42399962507328,12.590027581183078,27.793590452912856,6.70317169409206,1495.516084896518,106.88797411963623,128.29305122998284,0.7110123255666161,0.35188327933473074,83.56661490289164
83.70853523039526,2.9712619075853706,10.511923468749062,7.617256246497306,1428.9755079196311,110.86824790589125,123.51948973565847,0.7499009040960706,0.14557201653084767,88.45760265884829
79.5280091348549,19.063687673320736,8.790363110434958,10.90583805528908,1428.5608437502322,99.1780298395442,120.89669233554544,0.6952205315087119,0.19170191533039654,85.84471803931714
76.41215073921778,10.666768175923302,13.22533792586354,2.447106152581577,1409.4407709002182,108.34520383841699,117.79287972786402,0.7045303621284609,0.2816481623258338,86.56507161785694
78.74242290290945,19.886718866600194,6.741048272138749,3.5499076210757137,1477.4403532249435,108.79594358606334,120.12137211526108,0.7180263622812519,0.21960022173511523,86.06767870204746
87.02862547160605,14.06952830955598,21.673209461060367,9.573498651176248,1461.7416784472634,105.40340738148879,135.03689528877098,0.7520298243941004,0.16593660554816622,84.41041131443339
71.98392126608981,17.84434724702963,5.6217257108737675,5.5585867870684975,1465.1494909544558,112.69624517529391,113.10589957425044,0.6934650731377945,0.16217783111380965,86.6425321894721
87.6919677109612,16.949618041437823,3.9911232326199615,2.756650527695726,1436.6563371031764,99.91417764950768,125.0838954630586,0.7401425279011677,0.12954053830629142,87.10168340471677
84.08705304247226,9.0806492164327,6.416075920039227,11.647157154276027,1412.3906674581697,116.74419155965035,125.92276398774749,0.7683407648400004,0.2345368381185674,88.09150452064146
92.62927147801389,21.842849213303275,18.41701911579655,6.468248057338205,1453.634291457658,104.1137985445778,140.76092652944533,0.7778223111843907,0.13895106227558965,83.58911484925457
89.0583624712888,20.185601920707633,0.24385105078268632,14.910551749557188,1416.4338794402445,93.14825023099493,126.43980663269821,0.7283715036210521,0.22911896171324855,87.19464491427448
81.08908572542573,14.352306354329636,17.984040975678926,14.872236227577062,1462.8533943022387,84.91462035513202,123.10882210815028,0.6634786370528547,0.16127601350121926,85.02975503090754
82.47575102273868,15.290810631963778,17.048942665271387,9.718741981743772,1445.8395076847742,87.24457367912422,123.92464606322325,0.6772824991709259,0.11782172146783468,85.02913576413906
75.52725802686527,1.5464006814771474,24.46852653402551,13.024247853359798,1495.8186460698025,98.20198162148299,119.41922028482811,0.671483653181195,0.3160834959417901,86.17910414263588
70.10508687709451,4.46944249079532,33.75604445595727,12.300948351065701,1476.4805406389717,90.39934399877743,117.16154201204986,0.6211698693013229,0.2668689902809271,83.9590023733177
88.18355641027394,12.869399306171939,10.921289801322564,11.570659547910287,1472.4576039772514,103.6291064625034,130.5016108390118,0.7531251692489476,0.1836600872087407,86.58351107136464
93.9667367807732,8.812900546221995,15.826100458235146,4.414847521247762,1406.9682039620225,90.45752687349511,133.28935417644408,0.7466064433448456,0.28907598320325906,86.42927254464415
90.10910111085221,14.645998576343718,26.158021006892685,14.139276413069174,1477.738385219217,114.82315755319499,143.8991431020106,0.7945776219809201,0.2611039848457941,83.49017825759337
93.9525407644965,7.239721193189327,32.62118788460598,7.682073472682876,1489.2110441804487,98.53253059696753,143.79130690034611,0.7691419246851158,0.3156379481356292,83.6616528949463
82.28285702660841,15.585857675031262,11.716475726111849,4.777499394412572,1491.6708092855429,83.03800612874056,119.14415210611699,0.6644914165501677,0.2902610466311437,85.94503029070124
88.05432619305374,5.629853950446884,24.793338124325874,8.859962192582724,1457.0310958709254,118.44520702576702,138.14218895211727,0.7939317921856799,0.12642505557894507,85.37760144095041
83.97048544884926,10.757441424400561,3.851873826739661,0.8863760857164332,1449.917787134371,108.23299093118399,120.82500317071978,0.7438974232137738,0.04423901008156511,88.25285177251996
81.35874922916155,6.516411200291958,23.78834119498431,5.1794509581548756,1458.36660432931,88.13626386879629,122.78135853370597,0.6739149722857277,0.13274727883237827,85.39913592813159
88.90611390953204,22.10836615004995,12.629162094002188,9.306834318538412,1451.157761183689,101.40362764148023,133.90807441855682,0.7506872554211879,0.11000139065060136,84.59317668289961
90.45384678219025,22.297480222426707,6.256889530028213,10.429037896961255,1410.678411122443,83.86275009613895,128.4377686402849,0.709698395875688,0.28227105364514926,85.71738731773547
86.24874394221948,20.411924748728154,0.49018306861478456,7.885304420854131,1489.218242469067,111.76378086513705,126.70832768933774,0.765744492119036,0.258797535797364,87.10870766957402
93.95811346142128,1.372484258965151,10.437725818491668,9.089204754088886,1488.7893926440247,81.65419777179567,127.17595215574423,0.7219118494334895,0.22937759345249395,88.76177998591695
